99|19|TIPOS DE DOMICILIO|0.00|0|IDENTIFICA EL TIPO DE DIRECCION|1996|7|3|1996|7|3|ACTIVO|0|0|0|0|0|0
76|11|PLUSVALIA|0.00|0|PLUSVALIA|0|0|0|0|0|0|ACTIVO|0|0|0|0|0|0
76|2|VENTA|0.00|0|VENTA DE VALORES|1997|2|7|1997|2|7|ACTIVO|0|0|0|0|0|0
99|125|SEGUIMIENTO DE ANTEPROYECTO|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
75|10|INGRESOS POR SEVICIOS DE GARANTIA|0.00|0|INGRESOS POR SEVICIOS DE GARANTIA|1999|7|7|1999|7|7|ACTIVO|0|-1 INDICA QUE EL CONCEPTO NO CONTABILIZA AUTOM|0|0|0|0
122|11|REGISTRO DE INTERESES|0.00|0|REGISTRO DE INTERESES|1999|7|5|1999|7|5|ACTIVO|0|0|0|0|0|0
122|12|REGISTRO DE INTERESES ISR|0.00|0|REGISTRO DE INTERESES ISR|1999|7|5|1999|7|5|ACTIVO|0|0|0|0|0|0
122|13|TRANSFERENCIA DE INTERESES|0.00|0|TRANSFERENCIA DE INTERESES|1999|7|5|1999|7|5|ACTIVO|0|0|0|0|0|0
125|1|PROYECTO ELABORADO|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
125|2|RECHAZO CLIENTE|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
125|4|PRIMER CONTACTO|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
125|5|ADECUACION DE CONTRATO|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
125|6|PROYECTO ENTREGADO|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
125|7|PROYECTO EN ELABORACION|0.00|0|SEGUIMIENTO DE ANTEPROYECTO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
304|64|002|630.00|0|Plaza: Mexico D.F|2004|12|3|2004|12|3|ACTIVO|0|0|0|0|0|0
21|200|INGRESO|0.00|0|RUBROS DE ACUMULACION BALANCE|1996|7|3|1998|11|3|ACTIVO|0|0|0|0|0|0
15|1|PRESIDENTE TITULAR|0.00|0|PARTICIPACION EN COMITE TECNICO|1996|7|3|2000|9|25|ACTIVO|0|0|0|0|0|0
15|2|PRESIDENTE SUPLENTE|0.00|0|PARTICIPACION EN COMITE TECNICO|1996|7|3|2000|9|25|ACTIVO|0|0|0|0|0|0
59|2|SEGURO VIDA FINANCIABLE|0.00|0|TIPO POLIZA SEGURO|1996|7|3|1996|7|3|ACTIVO|0|0|0|0|0|0
31|1|ACTIVO|0.00|0|STATUS OPERATIVOS|1996|5|29|1996|5|29|ACTIVO|0|0|0|0|0|0
22|7|BOVEDA|0.00|0|AUXILIARES|1996|7|3|1996|7|3|ACTIVO|0|0|0|0|0|0
99|30|TIPO USUARIO|0.00|0|IDENTIFICA AL TIPO DE USUARIO|1996|6|3|1996|6|15|ACTIVO|0|0|0|0|0|0
99|61|TIPO ACCESO A TABLAS|0.00|0|0|1996|7|3|1996|7|3|ACTIVO|0|0|0|0|0|0
99|14|INDICES OFICIALES|0.00|0|CONTIENE INDICADORES DE ACTIVIDAD ECONOMICA|1996|6|3|1996|7|3|ACTIVO|0|0|0|0|0|0
3|98|EJERCICIO ANT.|0.00|0|DATO PARA IDENTIFICAR EL EJERCICIO ANTERIOR DE HONORARIOS|2000|8|14|2000|8|14|ACTIVO|0|0|0|0|0|0
17|104|EJERCICIO ANT.|0.00|0|IDENTIFICA LA RECUPERACION DE EJERCICIOS ANTERIORES|2000|2|16|2000|2|16|ACTIVO|0|0|0|0|0|0
128|65|RETENCION DEL ISR E IVA FISOS CON ADMON|0.00|0|RETENCION EN FISOS CON ADMON|2000|9|25|2000|9|25|ACTIVO|0|EJE DEL PROGRAMATICO PRESUPUESTAL|0|PRESENTA CAMPOS HONORARIOS|0|-1 NO CONTABILIZA AUTOMATICO
15|99|ENLACE CON LA FIDUCIARIA|0.00|0|PERSONA QUE INSTRUYE|2000|9|25|2000|9|25|ACTIVO|0|0|0|0|0|0
27|168|BANK ONE|37168.00|0|REGISTRO SIF ENTE 25862|2000|10|10|2000|10|10|ACTIVO|0|HIPOTECARIA FED|0|0|0|0
300|51|BANK ONE 1509233|168.00|1509233|CUENTA NAFIN PARA EL SIF|2000|10|10|2000|10|10|ACTIVO|0|MONEDA DE LA CUENTA|0|0|0|0
300|52|BANK OF TOKYO MITSUBISHI LTD 6530430951|108.00|6530430951|CUENTA NAFIN PARA EL SIF|2000|10|11|2000|10|11|ACTIVO|0|MONEDA DE LA CUENTA|0|0|0|0
54|1|MAQUINARIA Y EQUIPO|0.00|0|ESPECIALIDAD DE AVALUOS|1996|7|3|1999|8|31|ACTIVO|0|0|0|0|0|0
54|2|INMOBILIARIO|0.00|0|ESPECIALIDAD DE AVALUOS|1996|7|3|1999|8|31|ACTIVO|0|0|0|0|0|0
54|4|EQUIPO DE TRANSPORTE|0.00|0|ESPECIALIDADES DE VALUOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
54|5|MOBILIARIO Y EQUIPO DE OFICINA|0.00|0|ESPECIALIDAD DE AVALUO|1999|8|31|2002|6|13|ACTIVO|0|0|0|0|0|0
54|6|CPOS|0.00|0|TIPOS DE AVALUO|1996|7|3|1999|8|31|ACTIVO|0|0|0|0|0|0
54|7|AGROPECUARIOS|0.00|0|ESPECIALIDAD DE AVALUO|2000|10|25|2000|10|25|ACTIVO|0|0|0|0|0|0
54|8|JOYAS Y OBRAS DE ARTE|0.00|0|ESPECIALIDAD DE AVALUO|2000|10|25|2000|10|25|ACTIVO|0|0|0|0|0|0
134|1|CASA HABITACION|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|2000|1|2|1999|8|31|ACTIVO|0|0|0|0|0|0
134|2|DEPARTAMENTO EN CONDOMINIO|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|2000|1|2|2002|6|13|ACTIVO|0|0|0|0|0|0
134|4|TERRENO SUBURBANO|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|2000|1|2|1999|8|31|ACTIVO|0|0|0|0|0|0
134|5|LOCAL COMERCIAL|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|2000|1|2|1999|8|31|ACTIVO|0|0|0|0|0|0
134|6|CENTRO COMERCIAL|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|2000|1|2|1999|8|31|ACTIVO|0|0|0|0|0|0
134|7|OFICINA|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|2000|1|2|1999|8|31|ACTIVO|0|0|0|0|0|0
134|8|BODEGA|0.00|0|CLASIFICACION DE AVALUOS INMOBILIARIO|1999|9|2|1999|9|2|ACTIVO|0|0|0|0|0|0
134|9|NAVE INDUSTRIAL|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
134|11|HOTEL|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
134|12|EDIFICIO DE PRODUCTOS|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2002|6|13|ACTIVO|0|0|0|0|0|0
134|14|OTROS|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
135|1|MAQUINARIA INDUSTRIAL|0.00|0|CLASIFICACION DE AVALUOS MAQ. Y EQUI.|2000|1|2|1999|8|31|ACTIVO|0|0|0|0|0|0
135|5|OTROS|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
136|1|AUTOMOVILES|0.00|0|CLASIFICACION DE AVALUOS EQUI. DE TRANSP.|1999|1|30|1999|8|31|ACTIVO|0|0|0|0|0|0
136|2|TRACTOCAMIONES|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
136|4|OTROS|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
137|1|MOBILIARIO Y EQUIPO DE OFICINA|0.00|0|CLASIFICACION DE AVALUOS MOBIL. Y EQUI DE OFIC.|1999|1|30|2002|6|13|ACTIVO|0|0|0|0|0|0
137|2|OTROS|0.00|0|CLASIFICACION DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
138|4|EMISION PARA BURSATILIZACIN|0.00|0|CLASIFICACION DE AVALUO DE CPOS|2000|8|8|2002|6|13|ACTIVO|0|0|0|0|0|0
138|5|OTROS|0.00|0|CLASIFICACION DE AVALUO DE CPOS|2000|8|8|2002|6|13|ACTIVO|0|0|0|0|0|0
147|7|OTROS|0.00|0|SERVICIO DE AVALUO|2000|8|8|2000|8|8|ACTIVO|0|0|0|0|0|0
17|4|PROVEEDOR|0.00|0|CLAVES DATO|1996|6|18|1996|6|18|ACTIVO|0|0|0|0|0|0
17|5|SUCURSAL|0.00|0|CLAVES DATO|1996|6|18|1996|6|18|ACTIVO|0|0|0|0|0|0
17|6|NUMERO CUENTA|0.00|0|CLAVES DATO|1996|6|18|1996|6|18|ACTIVO|0|0|0|0|0|0
99|17|CLAVES DATO|0.00|0|DATOS EMPLEADOS EN TRANSACCIONES|1996|6|19|1996|6|19|ACTIVO|0|0|0|0|0|0
99|67|TIPO DE EJECUTIVO|0.00|0|TIPO DE EJECUTIVO|1999|7|1|1999|7|1|ACTIVO|0|0|0|0|0|0
99|69|FORMAS DE INGRESO|0.00|0|FORMAS DE INGRESO|1999|7|1|1999|7|1|ACTIVO|0|0|0|0|0|0
99|74|FORMAS DE RECEPCION|0.00|0|FORMAS DE RECEPCION|1999|7|1|1999|7|1|ACTIVO|0|0|0|0|0|0
21|801|REGISTRO|0.00|0|CUENTAS DE REGISTRO|1999|8|30|1999|8|30|ACTIVO|0|0|0|0|0|0
22|24|AVALUOS|0.00|0|AUXILIARES|1999|8|30|1999|8|30|ACTIVO|0|0|0|0|0|0
22|25|NUMERO DE AVALUO|0.00|0|AUXILIARES|1999|8|30|1999|8|30|ACTIVO|0|0|0|0|0|0
15|9|CONSEJERO|0.00|0|PARTICIPACION EN COMITE TECNICO|1999|8|31|2000|9|25|ACTIVO|0|0|0|0|0|0
15|10|CONSEJERO SUPLENTE|0.00|0|PARTICIPACION EN COMITE TECNICO|1999|8|31|2000|9|25|ACTIVO|0|0|0|0|0|0
305|1557|044|834.00|510|SIN SUCURSAL|2004|12|3|2004|12|3|ACTIVO|0|0|0|0|0|0
305|1558|044|840.00|560|SIN SUCURSAL|2004|12|3|2004|12|3|ACTIVO|0|0|0|0|0|0
74|20|TRANSFERENCIA ELECTRONICA DE FONDOS|0.00|0|INTERNET|2002|9|2|2005|9|7|ACTIVO|T E F|VALOR A MOSTRAR EN FIDUCIAWEB|3|CORRESPONDENCIA CLAVE 81 CONTABILIDAD|30|CORRESP. CLAVE 300 PARA LIQUIDACIONES
74|21|SWIFT|0.00|0|INTERNET|2002|9|2|2002|9|2|ACTIVO|SWIFT|VALOR A MOSTRAR EN FIDUCIAWEB|6|CORRESPONDENCIA CLAVE 81 CONTABILIDAD|54|CORRESP. CLAVE 300 PARA LIQUIDACIONES
19|5|INTERNET|0.00|0|TIPOS DE DOMICILIO|2003|3|14|2003|3|14|ACTIVO|0|0|0|0|0|0
148|19|FONDOS DE SEGURIDAD PUBLICA|0.00|0|TIPO DE NEGOCIO|2003|5|27|2003|5|27|ACTIVO|0|0|0|0|0|0
82|61|FEDERAL|0.00|0|FEDERAL FOSEG|2003|5|30|2003|5|30|ACTIVO|0|0|0|0|0|0
82|62|ESTATAL|0.00|0|ESTATAL FOSEG|2003|5|30|2003|5|30|ACTIVO|0|0|0|0|0|0
301|52|C/PLUS A D|0.00|0|CANCELACION PLUSVALIA ACT DIR (MEDI)|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
17|91|DER. DE AGUA Y COOPEREACIONES DIVERSAS|0.00|0|DER. DE AGUA Y COOPEREACIONES DIVERSAS|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
17|92|GASTOS Y UTILES DE ASEO|0.00|0|GASTOS Y UTILES DE ASEO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
17|93|FLETES Y ACARREO|0.00|0|FLETES Y ACARREO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
17|62|ISR|0.00|0|CLAVES DATO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
22|11|CTOINVERSION|0.00|0|AUXILIARES|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
22|12|TERCEROS|0.00|0|AUXILIARES|1998|11|3|1999|9|6|ACTIVO|0|0|0|0|0|0
16|7|INDISTINTA|0.00|0|CALIDAD MIGRATORIA |1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
17|63|CAPITAL|0.00|0|CLAVES DATO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
17|64|GASTOS|0.00|0|CLAVES DATO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
76|21|COMISIONES POR INTERMEDIACION PEND LIQ MC|0.00|0|COMISIONES POR INTERMEDIACION PEND LIQ MC|0|0|0|0|0|0|ACTIVO|0|0|0|0|0|0
76|22|PAGO COMISIONES POR INTERMEDIACION MC|0.00|0|PAGO COMISIONES POR INTERMEDIACION MC|0|0|0|0|0|0|ACTIVO|0|0|0|0|0|0
304|56|002|508.00|0|Plaza: Mexico D.F|2004|12|3|2004|12|3|ACTIVO|0|0|0|0|0|0
304|57|002|528.00|0|Plaza: Mexico D.F|2004|12|3|2004|12|3|ACTIVO|0|0|0|0|0|0
76|7|ENTRADA FISICA|0.00|0|ENTRADA FISICA DE TITULOS|1997|2|7|1997|2|7|ACTIVO|0|0|0|0|0|0
27|58|BANREGIO|40058.00|0|BRG|1998|11|3|1999|9|14|ACTIVO|0|BANREGIO|0|0|0|0
99|130|STATUS DE AVALUOS|0.00|0|STATUS DE AVALUOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|132|OBJETOS DE AVALUOS|0.00|0|OBJETOS DE AVALUOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|134|CLAS. AVALUOS INMOBILIARIO|0.00|0|CLAS. AVALUOS INMOBILIARIO|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|135|CLAS. AVALUOS MAQ. Y EQUI.|0.00|0|CLAS. AVALUOS MAQ. Y EQUI.|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|136|CLAS. AVALUOS EQUI. DE TRANS.|0.00|0|CLAS. AVALUOS EQUI. DE TRANS.|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|137|CLAS. AVALUOS MOB. EQU. OFIC.|0.00|0|CLAS. AVALUOS MOB. EQU. OFIC.|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|138|CLAS. AVALUOS CPOS|0.00|0|CLAS. AVALUOS CPOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
99|139|CLAS. AVALUOS INDUSTRIALES|0.00|0|CLAS. AVALUOS INDUSTRIALES|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
35|4|INVERSION|0.00|0|TIPO CUENTA|1996|7|3|1996|7|3|ACTIVO|0|0|0|0|0|0
69|9|TRASPASOS|0.00|0|TRASPASOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
69|4|INTERFASE TAS|0.00|0|INTERFASE MEDI|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
140|1|FIDEICOMITENTE|0.00|0|FIDEICOMITENTE|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
140|2|FIDEICOMISARIO|0.00|0|FIDEICOMISARIO|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
140|4|SIN OBLIGACIONES|0.00|0|SIN OBLIGACIONES|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
141|2|FIDEICOMISARIO|0.00|0|FIDEICOMISARIO|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
141|1|FIDEICOMITENTE|0.00|0|FIDEICOMITENTE|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
141|4|FIDEICOMISO|0.00|0|FIDEICOMISO|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
142|1|CONTABILIZA EN EL FIDEICOMISO|0.00|0|FORMA CONTABILIZACION HONORARIOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
142|2|NO CONTABILIZA EN EL FIDEICOMISO|0.00|0|FORMA CONTABILIZACION HONORARIOS|1999|8|31|1999|8|31|ACTIVO|0|0|0|0|0|0
92|1|HONORARIOS CALCULO|0.00|0|HONORARIOS CALCULO|1998|11|3|1999|8|31|ACTIVO|0|0|0|0|0|0
92|2|HONORARIOS PAGO CON CARGO AL FONDO|0.00|0|HONORARIOS PAGO CON CARGO AL FONDO|1998|11|3|1999|9|2|ACTIVO|0|0|0|0|0|0
92|4|HONORARIOS EXTEMPORANEOS|0|0|HONORARIOS EXTEMPORANEOS|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
92|5|HONORARIOS PAGO EJER ANT|0|0|HONORARIOS REGISTRO|1998|11|3|1998|11|3|ACTIVO|0|0|0|0|0|0
